,HW_1b,HW_2b,HW_4b,HW_5b,HW_6b,HW_9b,HW_11b,HW_13b,HW_16b,HW_17b,HW_18b,HW_20b,HW_21b,HW_23b,HW_27b,HW_29b,HW_34b,HW_35b,HW_39b,HW_41b,HW_43b,HW_45b,HW_46b,HW_47b,HW_49b,HW_50b
10/11/2016,12,4362,14467,46259,8152,95,5,9410,6462,20769,9,764,15319,56,106,,18846,11505,4397,34644,282,422,877,77,1592,186
11/11/2016,11,4368,14449,43984,7685,60,5,9297,6367,20286,6,487,7479,53,106,,19518,11296,4288,33495,283,412,872,78,1677,163
12/11/2016,10,4351,8826,42206,7078,7,6,9476,6352,19544,5,2610,23067,55,108,,19191,9334,3213,34617,284,407,872,80,1693,177
13/11/2016,11,4249,6057,39607,5259,6,5,9495,6280,19114,5,2308,21628,53,108,,18589,8616,2688,34479,286,404,874,79,1578,180
14/11/2016,11,4161,6637,55933,33413,1094,5,10549,6033,17500,11,62251,47612,40,107,,23009,8404,3591,31591,288,399,864,81,1169,185
15/11/2016,11,4259,11640,64124,47955,1788,6,9548,5763,16347,9,36717,35516,59,107,,22170,9133,4782,29301,292,397,876,82,1419,182
16/11/2016,11,4378,14891,56484,48331,565,5,9118,5830,16651,9,4941,20848,44,106,,20643,9045,5214,30115,284,389,892,80,1456,189
17/11/2016,12,4518,15501,50238,42333,319,6,9390,5913,17428,5,426,4005,54,107,,18948,9059,5335,31303,278,383,893,77,1738,182
18/11/2016,12,4578,15779,51303,27573,272,6,9473,5734,18534,7,425,3638,49,106,,17661,8453,5185,32660,280,379,901,78,1760,175
19/11/2016,12,4562,16191,48570,17637,131,6,9406,5570,18739,3,382,1214,45,106,,16554,8513,5179,32889,277,380,899,78,1586,187
20/11/2016,12,4553,17915,46025,16202,0,6,9045,5538,17120,7,609,17347,48,105,,16729,8855,5223,32617,273,382,888,77,1604,193
21/11/2016,13,4536,19529,42613,14720,0,7,8818,5511,15465,5,501,14333,52,106,,17229,8843,5191,32622,275,380,879,78,1786,171
22/11/2016,12,4472,19681,45066,11702,1,6,8622,5712,14757,7,456,10065,51,105,,16525,8953,4973,32578,273,376,890,78,1700,195
23/11/2016,11,4417,17338,44803,10555,0,6,8385,5522,14738,0,424,10006,55,106,,15083,8806,4614,32133,276,375,887,78,1677,184
24/11/2016,12,4356,17519,40035,10522,0,5,8169,5272,13894,4,412,5979,46,105,,13777,8472,4572,31061,278,374,881,77,1568,186
25/11/2016,12,4317,17568,35939,10358,1,6,7852,5166,13588,2,391,3578,46,105,,13038,8604,4746,30801,277,366,878,76,1530,173
26/11/2016,12,4254,16863,35324,10138,0,5,7746,5103,13741,4,360,927,52,103,,12456,8320,4841,30922,277,364,875,75,1555,176
27/11/2016,11,4172,16957,33920,10195,0,5,7407,5064,13746,9,348,480,37,103,,11845,8572,4774,29300,272,362,870,78,1586,179
28/11/2016,12,4091,16304,31480,10361,0,5,7429,5063,13363,6,339,540,43,104,,10858,8489,4825,28182,274,362,874,74,1662,169
29/11/2016,11,4018,16986,31826,9492,0,4,7390,5178,12524,3,317,510,49,104,,10400,8608,4454,26880,276,363,871,78,1572,160
30/11/2016,12,3951,16881,31559,6024,0,4,7092,4965,13287,3,303,404,39,104,,9146,7615,4634,26260,277,362,864,79,1622,171
1/12/2016,11,3845,16407,29778,4268,0,4,6994,4916,13529,9,300,351,42,103,,8335,8034,4617,25366,279,364,868,79,1477,171
2/12/2016,12,3757,15293,27845,4212,0,4,7050,4768,12351,3,307,401,40,104,,8905,7963,4921,24141,273,362,860,77,1388,158
3/12/2016,11,3771,14242,25943,3507,0,3,6868,4744,11731,3,321,476,50,102,,8161,8352,5146,23395,273,359,841,77,1441,175
4/12/2016,12,3698,13356,25756,2973,0,4,6901,4653,11542,2,342,543,51,103,,8083,8162,5152,23359,273,360,824,76,1624,181
5/12/2016,11,3640,14118,23988,2695,0,4,6809,4621,11807,2,325,448,49,103,,7584,7909,4855,22879,274,361,809,77,1452,181
6/12/2016,12,3565,13728,24369,2381,0,4,6720,4610,11260,2,319,396,43,103,,2528,7522,4950,21086,270,363,800,77,1464,164
7/12/2016,12,3438,12245,23980,2897,0,3,6610,4510,10621,2,414,4587,49,104,,3247,7506,5087,20409,271,359,781,77,1489,177
8/12/2016,11,3490,14076,24775,2919,5,3,6590,4510,10939,3,1031,18215,39,105,,2888,6859,4156,21018,273,365,757,78,1784,176
9/12/2016,11,3422,13393,23407,5092,9,3,6620,4280,10083,3,1153,20821,41,103,,1936,7076,4535,19078,273,360,754,77,1105,177
10/12/2016,12,3290,11805,22605,5236,13,4,6393,4249,8856,4,642,17298,47,102,,1916,7515,5451,18769,266,341,756,76,1415,152
11/12/2016,12,3071,10936,22956,4245,5,5,6297,4332,8614,3,718,18473,48,102,,1684,7640,5604,18057,267,339,764,75,1491,168
12/12/2016,13,2962,11137,22477,4756,4,4,6251,4226,8543,2,775,18903,39,103,,1786,8050,5599,17852,267,336,773,74,1617,159
13/12/2016,12,2927,9754,23434,2717,6,3,6086,4153,8657,2,725,18317,37,103,,1425,7837,5198,18742,268,335,768,74,1807,183
14/12/2016,11,2910,9355,21724,1086,5,4,5767,4039,7854,2,733,19073,46,104,,1413,6883,4742,18830,266,329,763,75,1491,172
15/12/2016,12,2813,8723,19993,973,39,3,5600,3992,7630,4,571,14605,45,102,,1093,6729,5063,17357,270,324,751,76,1494,171
16/12/2016,12,2793,8071,20564,693,6,3,5613,4010,7768,1,609,14280,37,104,,989,6749,4739,18220,270,327,746,73,1699,174
17/12/2016,12,2704,9826,19600,897,2,3,5459,3966,7622,3,583,14010,45,103,,1481,5890,4454,17390,274,325,731,78,1387,161
18/12/2016,12,2523,9874,17323,1545,43,4,5418,3862,7166,2,430,7219,44,101,,1990,6133,5066,15266,270,323,715,75,1327,146
19/12/2016,12,2422,9348,17626,2152,21,3,5361,3793,7033,1,443,7456,46,102,,1459,6846,5080,15437,268,323,718,74,1631,161
20/12/2016,12,2411,10073,18009,2794,3,3,5256,3838,7131,1,552,12821,37,103,,1782,6284,4421,16109,274,318,709,77,1600,170
21/12/2016,12,2293,9371,14190,3955,22,3,5100,3708,7079,2,519,11570,43,101,,1196,6482,4689,14556,271,313,675,76,1331,165
22/12/2016,13,2184,9667,15475,2945,38,4,5084,3626,7105,2,418,5360,44,101,,1349,6511,5013,14061,271,310,689,77,1464,176
23/12/2016,12,2091,9272,15725,1441,48,3,4979,3651,7026,3,442,6586,41,101,,1078,6477,4929,13913,269,304,695,77,1552,162
24/12/2016,12,2024,9150,14771,1155,31,3,4849,3512,6684,1,463,7250,52,101,,954,6463,4761,13629,265,296,697,74,1459,157
25/12/2016,12,1952,8624,14550,1127,17,3,4735,3532,6389,2,449,5967,41,101,,825,6523,4224,13411,267,292,698,75,1510,162
26/12/2016,13,1896,9006,14854,1324,25,4,4587,3498,6593,1,482,8721,42,101,,1307,6136,3741,13595,267,294,700,76,1528,170
27/12/2016,12,1839,8746,13884,1752,25,3,4520,3409,6292,3,499,9279,40,100,,1439,5765,3045,13551,269,296,694,75,1465,163
28/12/2016,12,1796,9241,16724,1412,6,3,4482,3405,6546,4,503,11344,41,102,,2047,5348,2606,14022,263,297,687,77,1553,162
29/12/2016,13,1729,9522,13159,986,1,2,4246,3386,6622,2,511,11522,44,101,,3000,5239,2418,14039,269,296,662,77,1475,156
30/12/2016,12,1706,8609,17672,826,4,0,4295,3390,6654,2,496,11958,41,103,,2578,5249,2274,15018,275,303,622,78,1613,157
31/12/2016,11,1628,8411,14551,570,3,0,4246,3381,6476,6,469,12838,42,102,,2294,5062,2049,14759,274,299,623,78,1433,172
1/01/2017,12,1542,8413,15913,592,8,0,4154,3350,6380,5,480,11986,38,102,,2165,5589,1691,14249,272,296,614,78,1450,150
2/01/2017,12,1460,8445,12413,845,40,0,4126,3205,6164,1,441,8665,43,101,,2804,5670,1308,13145,271,289,614,77,1275,152
3/01/2017,13,1370,8129,15730,1279,40,0,4224,3088,5729,2,426,4039,44,99,,3774,5529,1256,11835,269,284,631,75,1356,138
4/01/2017,13,1267,5226,15544,1541,69,1,4435,3065,5269,1,401,1765,37,98,,3923,5364,1004,11007,263,285,635,75,1513,149
5/01/2017,13,1219,5566,14830,1932,81,1,4232,3081,5097,1,399,1925,38,98,,2860,5639,847,11308,263,286,641,76,1542,151
6/01/2017,12,1176,5668,17291,2425,51,2,4133,3224,4965,2,404,1674,45,98,,3569,5591,787,11545,263,283,640,74,1479,158
7/01/2017,13,1128,5598,17584,1867,32,1,4009,3141,4958,3,417,2472,38,99,,3254,5322,962,11631,261,285,646,73,1616,151
8/01/2017,13,1054,5853,15562,577,35,2,4031,3152,4892,1,426,3429,45,99,,3223,5001,850,11973,264,285,638,76,1473,154
9/01/2017,13,990,5370,14010,1044,33,1,4010,3110,4791,2,421,3259,43,99,,3993,5240,825,11780,265,283,631,75,1396,147
10/01/2017,12,1074,6459,28111,12268,34,1,3897,3078,4806,4,450,6281,42,101,,5337,4802,916,11691,263,282,625,75,1487,153
11/01/2017,13,1070,6483,25895,6793,106,2,4174,3050,4810,3,520,13769,37,104,,5599,4435,939,11762,269,283,630,76,1450,145
12/01/2017,12,1004,6138,22670,4814,48,1,4122,2985,4737,5,480,12539,46,104,,5347,5058,1978,11462,262,279,637,76,1399,168
13/01/2017,13,978,6645,22980,2936,11,0,4209,2893,4774,5,548,14876,46,104,,6255,4707,3008,12231,266,285,609,76,1658,137
14/01/2017,12,929,8558,52121,21660,283,1,4662,2815,4772,5,14827,34405,48,105,,6697,4427,3757,11878,269,284,563,78,1249,139
15/01/2017,13,875,7391,26609,29486,246,1,5550,2735,4799,5,1271,8947,38,106,,7326,4661,5155,10903,270,277,584,77,1400,146
16/01/2017,13,835,6237,20805,27034,187,1,5584,2735,4741,3,378,401,46,105,,6867,4920,5852,10488,268,281,604,77,1476,139
17/01/2017,12,726,5260,15469,14318,76,0,4954,2371,4579,5,178,379,31,94,,5665,4724,5042,11017,267,279,617,75,1581,152
18/01/2017,13,829,5008,18574,8634,,,5462,2765,4394,2,,0,32,103,,4941,4650,4766,11453,268,278,604,77,1356,148
19/01/2017,13,795,4156,15468,4312,,,5443,2734,4442,4,,0,30,103,,4766,4454,4979,11615,268,279,597,76,1553,134
